trial_id,trial_name,breeding_program,trial_folder,location,reps
8930,5STPRE_2017_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",1
6122,ABBmid_2014_Lexington,Allele Based Breeding Cooperative,ABB Mid,"Lexington, KY",1
6109,ABBmid_2014_Woodford,Allele Based Breeding Cooperative,ABB Mid,"Woodford Co, KY",1
6143,ABBmid_2015_Lexington,Allele Based Breeding Cooperative,ABB Mid,"Lexington, KY",1
5392,ABBmid_2015_Woodford,Allele Based Breeding Cooperative,ABB Mid,"Woodford Co, KY",1
5910,Allele-BB_2014_Akron,Allele Based Breeding Cooperative,ABB West,"Akron, CO",1
9431,AYN_2021_Burl,Colorado State University,,"Burlington, CO",1
9443,AYN_2021_Dailey,Colorado State University,,"Dailey, CO",1
9436,AYN_2021_FC,Colorado State University,,"Fort Collins, CO",1
9440,AYN_2021_Jules,Colorado State University,,"Julesburg, CO",1
9441,AYN_2021_Sher,Colorado State University,,"Sheridan Lake, CO",1
9439,AYN_2021_Walsh,Colorado State University,,"Walsh, CO",1
9528,AYN_2023_Jules,Colorado State University,,"Julesburg, CO",1
9433,AYND1_2021_Burl,Colorado State University,,"Burlington, CO",1
9444,AYND1_2021_Dailey,Colorado State University,,"Dailey, CO",1
9435,AYND1_2021_FC,Colorado State University,,"Fort Collins, CO",1
9438,AYND1_2021_Jules,Colorado State University,,"Julesburg, CO",1
9442,AYND1_2021_Sher,Colorado State University,,"Sheridan Lake, CO",1
9434,AYND1_2021_Walsh,Colorado State University,,"Walsh, CO",1
9531,AYND1_2023_FC,Colorado State University,,"Fort Collins, CO",1
8151,AYT_2019_VININ,Purdue University,Purdue 2019 AYT,"Vincennes, IN",1
5677,CornellMaster_2015_Helfer,Cornell University,Cornell Master,"Ithaca, NY - Helfer",1
5881,CornellMaster_2015_Ketola,Cornell University,Cornell Master,"Ithaca, NY - Ketola",1
6090,CornellMaster_2015_McGowan,Cornell University,Cornell Master,"Ithaca, NY - McGowan",1
6134,CornellMaster_2016_Helfer,Cornell University,Cornell Master,"Ithaca, NY - Helfer",1
5510,CornellMaster_2016_Ketola,Cornell University,Cornell Master,"Ithaca, NY - Ketola",1
5604,CornellMaster_2016_Snyder,Cornell University,Cornell Master,"Ithaca, NY - Snyder",1
6160,CornellMaster_2017_Ketola,Cornell University,Cornell Master,"Ithaca, NY - Ketola",1
5708,CornellMaster_2017_Snyder,Cornell University,Cornell Master,"Ithaca, NY - Snyder",1
5491,HWWpanel_2012_Tipton,TCAP Cooperative,NUE Elite Hard Winter Wheat AM Panel,"Tipton, OK",1
5974,HWWpanel_2013_Tipton,TCAP Cooperative,NUE Elite Hard Winter Wheat AM Panel,"Tipton, OK",1
9382,LgI_Urb_22,University of Illinois,,"Urbana, IL",1
9461,MAS-5ft-HRs-BP-SPs_2022_Mason,Michigan State University,,"Mason, MI",1
9338,MI_Urb_22,University of Illinois,,"Urbana, IL",1
9041,MPI4_2011_Columbia,Winter Wheat Scab Nursery Cooperative,MPI4,"Columbia, MO",1
9051,MPI4_2011_Ithaca,Winter Wheat Scab Nursery Cooperative,MPI4,"Ithaca, NY",1
9044,MPI4_2011_Urbana,Winter Wheat Scab Nursery Cooperative,MPI4,"Urbana, IL",1
9045,MPI4_2012_EastLansing,Winter Wheat Scab Nursery Cooperative,MPI4,"East Lansing, MI",1
9040,MPI4_2012_Ithaca,Winter Wheat Scab Nursery Cooperative,MPI4,"Ithaca, NY",1
9047,MPI4_2012_Wooster,Winter Wheat Scab Nursery Cooperative,MPI4,"Wooster, OH",1
9053,MPI4_2013_Columbia,Winter Wheat Scab Nursery Cooperative,MPI4,"Columbia, MO",1
9056,MPI4_2013_Lexington,Winter Wheat Scab Nursery Cooperative,MPI4,"Lexington, KY",1
9057,MPI4_2013_Urbana,Winter Wheat Scab Nursery Cooperative,MPI4,"Urbana, IL",1
9052,MPI4_2013_Wooster,Winter Wheat Scab Nursery Cooperative,MPI4,"Wooster, OH",1
8210,NDK-WHEAT-2020-CARRINGTON,North Dakota State University,North Dakota Variety Trials,"Carrington, ND",1
8212,NDK-WHEAT-2020-CASSELTON,North Dakota State University,North Dakota Variety Trials,"Casselton, ND",1
8214,NDK-WHEAT-2020-DICKINSON,North Dakota State University,North Dakota Variety Trials,"Dickinson, ND",1
8213,NDK-WHEAT-2020-LANGDON,North Dakota State University,North Dakota Variety Trials,"Langdon, ND",1
8211,NDK-WHEAT-2020-MINOT,North Dakota State University,North Dakota Variety Trials,"Minot, ND",1
8209,NDK-WHEAT-2020-WILLISTON,North Dakota State University,North Dakota Variety Trials,"Williston, ND",1
9180,NIFA-ST3_2021_Princeton,University of Kentucky,UKY NIFA Trials,"Princeton, KY",1
8583,NUWWSN_1998_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8756,NUWWSN_1998_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8787,NUWWSN_1999_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8732,NUWWSN_1999_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8799,NUWWSN_1999_Vincennes,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Vincennes, IN",1
8603,NUWWSN_2000_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8643,NUWWSN_2000_Brookings,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookings, SD",1
8532,NUWWSN_2000_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8814,NUWWSN_2000_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8631,NUWWSN_2000_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8791,NUWWSN_2000_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8782,NUWWSN_2000_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8779,NUWWSN_2000_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8657,NUWWSN_2000_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8780,NUWWSN_2000_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8726,NUWWSN_2001_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8644,NUWWSN_2001_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8689,NUWWSN_2001_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8753,NUWWSN_2001_Fayetteville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fayetteville, AR",1
8652,NUWWSN_2001_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8727,NUWWSN_2001_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8722,NUWWSN_2001_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8697,NUWWSN_2001_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8653,NUWWSN_2001_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8672,NUWWSN_2001_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8654,NUWWSN_2001_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8716,NUWWSN_2001_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8552,NUWWSN_2002_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8589,NUWWSN_2002_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8711,NUWWSN_2002_Fayetteville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fayetteville, AR",1
8687,NUWWSN_2002_Kibler,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Kibler, AR",1
8584,NUWWSN_2002_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8777,NUWWSN_2002_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8580,NUWWSN_2002_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8807,NUWWSN_2002_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8670,NUWWSN_2002_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8749,NUWWSN_2003_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8651,NUWWSN_2003_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8690,NUWWSN_2003_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8606,NUWWSN_2003_Fayetteville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fayetteville, AR",1
8792,NUWWSN_2003_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8645,NUWWSN_2003_Kibler,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Kibler, AR",1
8557,NUWWSN_2003_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8804,NUWWSN_2003_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8671,NUWWSN_2003_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8621,NUWWSN_2003_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8709,NUWWSN_2003_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8548,NUWWSN_2003_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8619,NUWWSN_2004_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8675,NUWWSN_2004_Clarkston,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Clarkston, MI",1
8825,NUWWSN_2004_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8803,NUWWSN_2004_Fayetteville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fayetteville, AR",1
8812,NUWWSN_2004_Kibler,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Kibler, AR",1
8546,NUWWSN_2004_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8678,NUWWSN_2004_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8681,NUWWSN_2004_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8822,NUWWSN_2004_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8745,NUWWSN_2004_Ottawa,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ottawa, ON",1
8801,NUWWSN_2004_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8572,NUWWSN_2004_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8632,NUWWSN_2004_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8774,NUWWSN_2004_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8808,NUWWSN_2005_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8604,NUWWSN_2005_Clarksville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Clarksville, MD",1
8752,NUWWSN_2005_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8736,NUWWSN_2005_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8740,NUWWSN_2005_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8649,NUWWSN_2005_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8743,NUWWSN_2005_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8694,NUWWSN_2005_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8677,NUWWSN_2005_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8781,NUWWSN_2005_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8754,NUWWSN_2005_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8841,NUWWSN_2005_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8723,NUWWSN_2006_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8600,NUWWSN_2006_Brookston,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookston, IN",1
8647,NUWWSN_2006_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8581,NUWWSN_2006_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8642,NUWWSN_2006_Fayetteville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fayetteville, AR",1
8541,NUWWSN_2006_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8679,NUWWSN_2006_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8638,NUWWSN_2006_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8661,NUWWSN_2006_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8831,NUWWSN_2006_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8648,NUWWSN_2006_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8712,NUWWSN_2006_Princeton,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Princeton, KY",1
8738,NUWWSN_2006_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8760,NUWWSN_2006_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8549,NUWWSN_2006_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8646,NUWWSN_2006_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8533,NUWWSN_2007_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8560,NUWWSN_2007_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8731,NUWWSN_2007_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8705,NUWWSN_2007_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8757,NUWWSN_2007_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8699,NUWWSN_2007_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8673,NUWWSN_2007_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8623,NUWWSN_2007_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8796,NUWWSN_2007_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8564,NUWWSN_2007_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8624,NUWWSN_2007_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8719,NUWWSN_2007_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8663,NUWWSN_2007_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8715,NUWWSN_2008_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8826,NUWWSN_2008_Clarksville,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Clarksville, MD",1
8813,NUWWSN_2008_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8561,NUWWSN_2008_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8759,NUWWSN_2008_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8688,NUWWSN_2008_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8620,NUWWSN_2008_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8725,NUWWSN_2008_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8696,NUWWSN_2008_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",1
8820,NUWWSN_2008_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8838,NUWWSN_2008_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8776,NUWWSN_2008_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8818,NUWWSN_2008_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8778,NUWWSN_2009_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8703,NUWWSN_2009_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8582,NUWWSN_2009_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8741,NUWWSN_2009_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8735,NUWWSN_2010_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8592,NUWWSN_2010_Brookston,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookston, IN",1
8618,NUWWSN_2010_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8578,NUWWSN_2010_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8668,NUWWSN_2010_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8556,NUWWSN_2010_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8534,NUWWSN_2010_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8810,NUWWSN_2010_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8684,NUWWSN_2010_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",1
8809,NUWWSN_2010_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8575,NUWWSN_2010_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8700,NUWWSN_2010_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8806,NUWWSN_2010_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8750,NUWWSN_2011_Fundulea,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8816,NUWWSN_2011_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8559,NUWWSN_2011_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8612,NUWWSN_2011_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8762,NUWWSN_2012_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8815,NUWWSN_2012_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8553,NUWWSN_2012_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8832,NUWWSN_2013_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8692,NUWWSN_2013_Salisbury,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Salisbury, MD",1
8665,NUWWSN_2014_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8635,NUWWSN_2014_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8573,NUWWSN_2015_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8585,NUWWSN_2015_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8793,NUWWSN_2015_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8710,NUWWSN_2015_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8729,NUWWSN_2016_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8683,NUWWSN_2016_Warsaw,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
8755,NUWWSN_2016_WestLafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
8577,NUWWSN_2016_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
8641,NUWWSN_2017_Champaign,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8770,NUWWSN_2017_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8823,NUWWSN_2017_MountHolly,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mount Holly, VA",1
8598,NUWWSN_2017_WestLafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
8558,NUWWSN_2018_Champaign,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8714,NUWWSN_2018_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8698,NUWWSN_2018_MountHolly,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mount Holly, VA",1
8674,NUWWSN_2018_Warsaw,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
