trial_id,trial_name,breeding_program,trial_folder,location,reps
8789,NUWWSN_2019_Champaign,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8547,NUWWSN_2019_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8633,NUWWSN_2019_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",1
8569,NUWWSN_2019_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8844,NUWWSN_2019_Warsaw,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
9076,NUWWSN_2020_Champaign,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
9080,NUWWSN_2020_Warsaw,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
9084,NUWWSN_2020_WestLafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
9086,NUWWSN_2020_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
9466,OSU-Augmented_2022_Mason,Michigan State University,,"Mason, MI",1
8591,PNUWWSN_2005_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8720,PNUWWSN_2006_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8685,PNUWWSN_2006_Columbia,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8718,PNUWWSN_2006_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8667,PNUWWSN_2007_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8702,PNUWWSN_2007_Columbia,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8733,PNUWWSN_2007_Lafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8540,PNUWWSN_2007_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8608,PNUWWSN_2007_Ridgetown,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",1
8795,PNUWWSN_2008_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8542,PNUWWSN_2008_EastLansing,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8724,PNUWWSN_2008_Lafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8739,PNUWWSN_2008_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8805,PNUWWSN_2009_Fundulea,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8551,PNUWWSN_2009_Lafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8563,PNUWWSN_2009_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8659,PNUWWSN_2010_Lafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8567,PNUWWSN_2010_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8872,PNUWWSN_2011_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8851,PNUWWSN_2011_Fundulea,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Fundulea, Romania",1
8914,PNUWWSN_2011_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8889,PNUWWSN_2012_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8928,PNUWWSN_2012_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8868,PNUWWSN_2013_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8854,PNUWWSN_2013_Urbana,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
8869,PNUWWSN_2014_EastLansing,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",1
8862,PNUWWSN_2014_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8893,PNUWWSN_2015_Blacksburg,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",1
8899,PNUWWSN_2015_Columbia,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8921,PNUWWSN_2015_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8910,PNUWWSN_2016_Lafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",1
8875,PNUWWSN_2016_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8905,PNUWWSN_2016_Napoleon,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Napoleon, OH",1
8852,PNUWWSN_2016_Warsaw,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
8886,PNUWWSN_2016_WestLafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
8871,PNUWWSN_2017_Champaign,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8848,PNUWWSN_2017_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8913,PNUWWSN_2017_MountHolly,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Mount Holly, VA",1
8879,PNUWWSN_2018_Champaign,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8925,PNUWWSN_2018_Columbia,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",1
8858,PNUWWSN_2018_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8865,PNUWWSN_2018_Warsaw,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
8908,PNUWWSN_2018_WestLafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
8894,PNUWWSN_2019_Champaign,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
8847,PNUWWSN_2019_Lexington,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",1
8849,PNUWWSN_2019_Warsaw,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
9081,PNUWWSN_2020_Champaign,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Champaign, IL",1
9082,PNUWWSN_2020_Mason,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Mason, MI",1
9075,PNUWWSN_2020_Urbana,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",1
9074,PNUWWSN_2020_Warsaw,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Warsaw, VA",1
9085,PNUWWSN_2020_WestLafayette,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"West Lafayette, IN",1
9088,PNUWWSN_2020_Wooster,Winter Wheat Scab Nursery Cooperative,Preliminary Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",1
9488,Purdue-Elite-YT_2022_Mason,Michigan State University,,"Mason, MI",1
9517,Purdue-SPY1-MI_2022_Mason,Michigan State University,,"Mason, MI",1
9503,Purdue-Y3-YT_2022_Mason,Michigan State University,,"Mason, MI",1
9437,PYN_2021_Burl,Colorado State University,,"Burlington, CO",1
9430,PYN_2021_FC,Colorado State University,,"Fort Collins, CO",1
9432,PYN_2021_Jules,Colorado State University,,"Julesburg, CO",1
6200,SDS-WHEAT-2019-ABERDEEN,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"Aberdeen, SD",1
6195,SDS-WHEAT-2019-AGAR,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"Agar, SD",1
6194,SDS-WHEAT-2019-DRAPER,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"Draper, SD",1
6199,SDS-WHEAT-2019-SELBY,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"Selby, SD",1
6196,SDS-WHEAT-2019-SOUTH_SHORE,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"South Shore, SD",1
6198,SDS-WHEAT-2019-VOLGA,South Dakota State University- Spring Wheat,South Dakota Spring Wheat Variety Trials,"Volga, SD",1
9330,SI_Urb_22,University of Illinois,,"Urbana, IL",1
5885,SW_AMPanel_2014_Obregon_Irr,TCAP Cooperative,SW AM Panel,"Yaqui Valley, Sonora, Mexico",1
5527,SW-AMPanel_2013_Imperial_Dry,TCAP Cooperative,SW AM Panel,"El Centro, CA",1
6062,SW-AMPanel_2014_Davis_Dry,TCAP Cooperative,SW AM Panel,"Davis, CA",1
5435,SW-AMPanel_2014_Imperial_Dry,TCAP Cooperative,SW AM Panel,"El Centro, CA",1
9409,UCD22TS-Adv,UC Davis,TriticaleBreeding,"Davis, CA",1
9407,UCD22TS-Elite-For,UC Davis,TriticaleBreeding,"Davis, CA",1
9406,UCD22TS-Elite-Grain,UC Davis,TriticaleBreeding,"Davis, CA",1
9408,UCD22TS-GH20Su-Q,UC Davis,TriticaleBreeding,"Davis, CA",1
9410,UCD22TS-GH21Su-Q,UC Davis,TriticaleBreeding,"Davis, CA",1
9411,UCD22TS-Prelim,UC Davis,TriticaleBreeding,"Davis, CA",1
6193,UMN-WHEAT-2019-KIMBALL,University of Minnesota,Minnesota Variety Trials,"Kimball, MN",1
6192,UMN-WHEAT-2019-LAMBERTON,University of Minnesota,Minnesota Variety Trials,"Lamberton, MN",1
6191,UMN-WHEAT-2019-LECENTER,University of Minnesota,Minnesota Variety Trials,"Le Center, MN",1
6190,UMN-WHEAT-2019-ROSEAU,University of Minnesota,Minnesota Variety Trials,"Roseau, MN",1
8208,UMN-WHEAT-2020-BECKER,University of Minnesota,Minnesota Variety Trials,"Becker, MN",1
8206,UMN-WHEAT-2020-LAMBERTON,University of Minnesota,Minnesota Variety Trials,"Lamberton, MN",1
8207,UMN-WHEAT-2020-LECENTER,University of Minnesota,Minnesota Variety Trials,"Le Center, MN",1
8205,UMN-WHEAT-2020-STPAUL,University of Minnesota,Minnesota Variety Trials,"St. Paul, MN",1
8155,UNLFHB_NH_2020,University of Nebraska,,"Lincoln, NE",1
9236,YR1_2021_Wooster,Ohio State University,OSU Preliminary Yield Trials,"Wooster, OH",1
9256,YR1-DRF_2021_Wooster,Ohio State University,OSU Preliminary Yield Trials,"Wooster, OH",1
9239,YR2-1_2021_Custar,Ohio State University,OSU Preliminary Yield Trials,"Custar, OH",1
9226,YR2-1_2021_Wooster,Ohio State University,OSU Preliminary Yield Trials,"Wooster, OH",1
9235,YR2-2_2021_Fremont,Ohio State University,OSU Preliminary Yield Trials,"Fremont, OH",1
9221,YR2-2_2021_Wooster,Ohio State University,OSU Preliminary Yield Trials,"Wooster, OH",1
9237,YR2-3_2021_Custar,Ohio State University,OSU Preliminary Yield Trials,"Custar, OH",1
9240,YR2-3_2021_Fremont,Ohio State University,OSU Preliminary Yield Trials,"Fremont, OH",1
8189,2020_Y1_3,Purdue University,Purdue 2020 Trials,"West Lafayette, IN",
8188,2020_Y3_1_Tier1,Purdue University,Purdue 2020 Trials,"West Lafayette, IN",
9277,2021_SPY1_FRKY_NorGrains,Purdue University,Purdue 2021 Trials,"West Lafayette, IN",
9263,2021_SPY1_FROH_NorGrains,Purdue University,Purdue 2021 Trials,"West Lafayette, IN",
9269,2021_Y2_1_NIFA_Vincennes,Purdue University,Purdue 2021 Trials,"Vincennes, IN",
9267,2021_Y2_1_NIFA_WestLafayette,Purdue University,Purdue 2021 Trials,"West Lafayette, IN",
9278,2022_Y1-5,Purdue University,Purdue 2022 Trials,"West Lafayette, IN",
9264,2022_Y1-AB,Purdue University,Purdue 2022 Trials,"West Lafayette, IN",
9282,2022_Y2-2,Purdue University,Purdue 2022 Trials,"West Lafayette, IN",
8939,5STPRE_2012_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8943,5STPRE_2012_Lafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lafayette, IN",
9029,5STPRE_2012_Lexington,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lexington, KY",
8937,5STPRE_2012_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
8954,5STPRE_2013_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8949,5STPRE_2013_Custar,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Custar, OH",
9021,5STPRE_2013_Lafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lafayette, IN",
8977,5STPRE_2013_LoganCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Logan Co, KY",
9017,5STPRE_2013_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
9022,5STPRE_2014_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8951,5STPRE_2014_Custar,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Custar, OH",
9028,5STPRE_2014_Halcomb,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Halcomb, KY",
8965,5STPRE_2014_Lexington,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lexington, KY",
9014,5STPRE_2014_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",
9015,5STPRE_2015_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
9026,5STPRE_2015_Halcomb,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Halcomb, KY",
9000,5STPRE_2015_Lexington,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lexington, KY",
8967,5STPRE_2015_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",
9007,5STPRE_2015_Wooster,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Wooster, OH",
8970,5STPRE_2016_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8950,5STPRE_2016_Custar,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Custar, OH",
8997,5STPRE_2016_Halcomb,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Halcomb, KY",
9008,5STPRE_2016_Lexington,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lexington, KY",
9023,5STPRE_2016_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
8935,5STPRE_2016_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",
8958,5STPRE_2017_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8979,5STPRE_2017_Custar,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Custar, OH",
8972,5STPRE_2017_LoganCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Logan Co, KY",
9003,5STPRE_2017_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
9031,5STPRE_2017_WoodfordCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Woodford Co, KY",
8987,5STPRE_2018_Columbia,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Columbia, MO",
8959,5STPRE_2018_Custar,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Custar, OH",
9035,5STPRE_2018_Lafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Lafayette, IN",
9009,5STPRE_2018_LoganCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Logan Co, KY",
8941,5STPRE_2018_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
9036,5STPRE_2018_WoodfordCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Woodford Co, KY",
9012,5STPRE_2019_EastLansing,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"East Lansing, MI",
8992,5STPRE_2019_Princeton,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Princeton, KY",
8974,5STPRE_2019_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
8955,5STPRE_2019_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",
8940,5STPRE_2019_WoodfordCo.,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Woodford Co, KY",
8988,5STPRE_2020_Fremont,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Fremont, OH",
8929,5STPRE_2020_Mason,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Mason, MI",
8952,5STPRE_2020_Urbana,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"Urbana, IL",
8931,5STPRE_2020_WestLafayette,Five State Cooperative,Preliminary Five State Advanced Yield Trials,"West Lafayette, IN",
9526,AYN_2023_Burl,Colorado State University,,"Burlington, CO",
9527,AYN_2023_Dailey,Colorado State University,,"Dailey, CO",
9525,AYN_2023_FC,Colorado State University,,"Fort Collins, CO",
9521,AYN_2023_Sher,Colorado State University,,"Sheridan Lake, CO",
9529,AYN_2023_Walsh,Colorado State University,,"Walsh, CO",
9530,AYND1_2023_Burl,Colorado State University,,"Burlington, CO",
9536,AYND1_2023_Dailey,Colorado State University,,"Dailey, CO",
9522,AYND1_2023_Jules,Colorado State University,,"Julesburg, CO",
9535,AYND1_2023_Sher,Colorado State University,,"Sheridan Lake, CO",
9532,AYND1_2023_Walsh,Colorado State University,,"Walsh, CO",
9524,AYND2_2023_FC,Colorado State University,,"Fort Collins, CO",
9223,BREAD_2021_Wooster,Ohio State University,OSU 2021 Trials,"Wooster, OH",
9090,CornellFertiles_2021_Caldwell,Cornell University,Cornell Fertiles,"Ithaca, NY - Caldwell",
5786,CornellMaster_2013_Helfer,Cornell University,Cornell Master,"Ithaca, NY - Helfer",
5946,CornellMaster_2013_Ketola,Cornell University,Cornell Master,"Ithaca, NY - Ketola",
6170,CornellMaster_2013_McGowan,Cornell University,Cornell Master,"Ithaca, NY - McGowan",
5875,CornellMaster_2014_Helfer,Cornell University,Cornell Master,"Ithaca, NY - Helfer",
5580,CornellMaster_2014_Ketola,Cornell University,Cornell Master,"Ithaca, NY - Ketola",
5800,CornellMaster_2014_Snyder,Cornell University,Cornell Master,"Ithaca, NY - Snyder",
9225,GS_2021_Wooster,Ohio State University,OSU 2021 Trials,"Wooster, OH",
9233,HIST_2021_Custar,Ohio State University,OSU 2021 Trials,"Custar, OH",
9054,MPI4_2011_EastLansing,Winter Wheat Scab Nursery Cooperative,MPI4,"East Lansing, MI",
9042,MPI4_2011_Lafayette,Winter Wheat Scab Nursery Cooperative,MPI4,"Lafayette, IN",
9055,MPI4_2011_Lexington,Winter Wheat Scab Nursery Cooperative,MPI4,"Lexington, KY",
9048,MPI4_2011_Wooster,Winter Wheat Scab Nursery Cooperative,MPI4,"Wooster, OH",
9050,MPI4_2012_Columbia,Winter Wheat Scab Nursery Cooperative,MPI4,"Columbia, MO",
9043,MPI4_2012_Lexington,Winter Wheat Scab Nursery Cooperative,MPI4,"Lexington, KY",
9046,MPI4_2013_EastLansing,Winter Wheat Scab Nursery Cooperative,MPI4,"East Lansing, MI",
9039,MPI4_2013_Ithaca,Winter Wheat Scab Nursery Cooperative,MPI4,"Ithaca, NY",
9049,MPI4_2013_Lafayette,Winter Wheat Scab Nursery Cooperative,MPI4,"Lafayette, IN",
9224,NAM_2021_Wooster,Ohio State University,OSU 2021 Trials,"Wooster, OH",
8656,NUWWSN_1998_Brookings,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookings, SD",
8839,NUWWSN_1998_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",
8766,NUWWSN_1998_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",
8840,NUWWSN_1998_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",
8669,NUWWSN_1998_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",
8630,NUWWSN_1998_Lexington,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lexington, KY",
8707,NUWWSN_1998_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",
8824,NUWWSN_1998_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",
8536,NUWWSN_1998_Windfall,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Windfall, IN",
8785,NUWWSN_1998_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",
8767,NUWWSN_1999_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",
8658,NUWWSN_1999_Kibler,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Kibler, AR",
8568,NUWWSN_1999_Manhattan,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Manhattan, KS",
8593,NUWWSN_1999_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",
8544,NUWWSN_1999_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",
8802,NUWWSN_1999_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",
8655,NUWWSN_2009_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",
8537,NUWWSN_2009_Brookston,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookston, IN",
8798,NUWWSN_2009_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",
8734,NUWWSN_2009_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",
8728,NUWWSN_2009_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",
8579,NUWWSN_2009_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",
8666,NUWWSN_2009_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",
8588,NUWWSN_2009_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",
8783,NUWWSN_2009_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",
8601,NUWWSN_2011_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",
8761,NUWWSN_2011_Brookston,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Brookston, IN",
8629,NUWWSN_2011_Columbia,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Columbia, MO",
8539,NUWWSN_2011_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",
8842,NUWWSN_2011_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",
8775,NUWWSN_2011_Ridgetown,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ridgetown, ON",
8637,NUWWSN_2011_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",
8610,NUWWSN_2011_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",
8748,NUWWSN_2012_Blacksburg,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Blacksburg, VA",
8616,NUWWSN_2012_EastLansing,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"East Lansing, MI",
8622,NUWWSN_2012_Ithaca,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Ithaca, NY",
8590,NUWWSN_2012_Lafayette,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Lafayette, IN",
8835,NUWWSN_2012_Mead,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Mead, NE",
8595,NUWWSN_2012_Urbana,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Urbana, IL",
8843,NUWWSN_2012_Wooster,Winter Wheat Scab Nursery Cooperative,Northern Uniform Winter Wheat Scab Nursery,"Wooster, OH",
